Country,Gender,Trust_Index
Haiti,Female,Low trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Female,High trust
Haiti,Female,Medium trust
Haiti,Female,Medium trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,High trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Low trust
Haiti,Male,Low trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Female,Medium trust
Haiti,Female,Low trust
Haiti,Female,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Male,Medium trust
Haiti,Male,Medium trust
Haiti,Male,Low trust
Haiti,Male,Medium trust
Haiti,Male,High trust
Haiti,Female,Low trust
Haiti,Male,High trust
Haiti,Male,High trust
Haiti,Female,High trust
Haiti,Male,Medium trust
Haiti,Male,No score
Haiti,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,No score
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,High trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,No score
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,No score
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,High trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,No score
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Male,Medium trust
Honduras,Male,No score
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,High trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,No score
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Male,No score
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,No score
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Female,Low trust
Honduras,Female,No score
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Female,No score
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Female,No score
Honduras,Male,High trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Female,High trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,No score
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,No score
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,No score
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,High trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Low trust
Honduras,Male,No score
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,High trust
Honduras,Female,Low trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Low trust
Honduras,Male,Medium trust
Honduras,Female,No score
Honduras,Female,No score
Honduras,Male,Low trust
Honduras,Female,High trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Medium trust
Honduras,Male,Medium trust
Honduras,Female,Medium trust
Honduras,Female,Low trust
